airport_ident,type,description,frequency_mhz
KR49,CTAF,CTAF,122.9
KRAC,AWOS,ASOS,117.7
KRAC,A/D,MILWAUKEE APP/DEP,120.15
KRAC,CLD,CLNC DEL,120.15
KRAC,UNIC,CTAF/UNICOM,123.075
KRAL,GND,GND,121.7
KRAL,TWR,TWR,121
KRAL,CTAF,CTAF,121
KRAL,ATIS,ATIS,128.8
KRAL,A/D,SOCAL APP/DEP,135.4
KRAL,RDO,RDO,122.05
KRAL,RDO,RDO,25.54
KRAL,UNIC,UNICOM,122.95
KRAP,GND,GND,121.9
KRAP,TWR,TWR,125.85
KRAP,CTAF,CTAF,125.85
KRAP,APP,ELLSWORTH APP,119.5
KRAP,DEP,ELLSWORTH DEP,119.5
KRAP,ASOS,ASOS,118.525
KRAP,OPS,ARNG OPS,41.5
KRAP,RDO,HURON RDO,122.65
KRAP,UNIC,UNICOM,122.95
KRAS,CTAF,CTAF,122.9
KRAS,A/D,CORPUS APP/DEP,120.9
KRAW,CTAF,CTAF,122.9
KRAW,AWOS,AWOS 3,118.325
KRBD,GND,GND,121.7
KRBD,TWR,EXECUTIVE TWR,120.3
KRBD,CTAF,CTAF,120.3
KRBD,ATIS,ATIS,126.35
KRBD,A/D,RGNL APP/DEP,125.2
KRBD,CLD,CLNC DEL,118.625
KRBD,UNIC,UNICOM,122.95
KRBE,CTAF,CTAF,122.9
KRBE,FSS,COLUMBUS RDO,122.4
KRBG,ASOS,ASOS,135.475
KRBG,CNTR,SEATTLE CNTR,121.4
KRBG,RDO,MC MINNVILLE RDO,122.55
KRBG,UNIC,CTAF/UNICOM,122.8
KRBL,ASOS,ASOS,120.775
KRBL,CNTR,OAKLAND CNTR,132.2
KRBL,RDO,RANCHO RDO,122.4
KRBL,UNIC,CTAF/UNICOM,123
KRBM,CTAF,CTAF,126.2
KRBM,A/D,LITTLE ROCK APP/DEP,119.5
KRBM,OPS,OPS,41.5
KRBO,CTAF,CTAF,122.9
KRBO,APP,KINGSVILLE APP,119.9
KRBO,DEP,CORPUS DEP,120.9
KRBO,AWOS,AWOS 3,118.175
KRBW,AWOS,AWOS 3,118.725
KRBW,A/D,CHARLESTON APP/DEP,120.7
KRBW,UNIC,CTAF/UNICOM,122.8
KRCA,GND,GND,121.8
KRCA,TWR,TWR,126.05
KRCA,ATIS,ATIS,120.625
KRCA,A/D,APP/DEP,119.5
KRCA,PMSV,PMSV METRO,37.577
KRCA,POST,COMD POST,32.1
KRCA,PTD,PTD,37.22
KRCK,CTAF,CTAF,122.9
KRCM,APP,WHITEMAN APP,127.45
KRCM,DEP,WHITEMAN DEP,125.925
KRCM,UNIC,CTAF/UNICOM,123
KRCR,AWOS,AWOS 3,118.775
KRCR,A/D,SOUTH BEND APP/DEP,132.05
KRCR,UNIC,CTAF/UNICOM,122.7
KRCT,UNIC,CTAF/UNICOM,122.9
KRCX,AWOS,AWOS 3,118.125
KRCX,RDO,GREEN BAY RDO,122.3
KRCZ,AWOS,AWOS 3,118.775
KRCZ,A/D,FAYETTEVILLE APP/DEP,127.8
KRCZ,UNIC,CTAF/UNICOM,122.8
KRDD,GND,GND,121.7
KRDD,TWR,TWR,119.8
KRDD,CTAF,CTAF,119.8
KRDD,ATIS,ATIS,124.1
KRDD,CNTR,OAKLAND CNTR,132.2
KRDD,RDO,RANCHO RDO,108.4
KRDD,UNIC,UNICOM,122.95
KRDG,GND,GND,121.9
KRDG,TWR,TWR,119.9
KRDG,CTAF,CTAF,119.9
KRDG,ATIS,ATIS,127.1
KRDG,A/D,APP/DEP,125.15
KRDG,UNIC,UNICOM,122.95
KRDK,AWOS,AWOS 3,119.775
KRDK,A/D,OMAHA APP/DEP,124.5
KRDK,UNIC,CTAF/UNICOM,122.8
KRDM,GND,GND,121.8
KRDM,TWR,REDMOND TWR,124.5
KRDM,CTAF,CTAF,124.5
KRDM,ASOS,ASOS,119.025
KRDM,CNTR,SEATTLE CNTR,128.15
KRDM,RDO,MC MINNVILLE RDO,122.5
KRDM,UNIC,UNICOM,122.95
KRDR,GND,GND,119.15
KRDR,TWR,RED RIVER TWR,124.9
KRDR,ATIS,ATIS,27.345
KRDR,A/D,APP/DEP,118.1
KRDR,CLD,CLNC DEL,119.15
KRDR,PMSV,PMSV METRO,34.35
KRDR,POST,COMD POST,31.1
KRDR,PTD,PTD,37.22
KRDR,RDO,RDO,122.2
KRDU,GND,GND,121.7
KRDU,TWR,TWR,119.3
KRDU,APP,APP,124.8
KRDU,DEP,DEP,125.3
KRDU,ATIS,ATIS,123.8
KRDU,CLD,CLNC DEL,120.1
KRDU,OPS,ARNG OPS,49.15
KRDU,RDO,RDO,122.2
KRDU,UNIC,UNICOM,122.95
KRED,CTAF,CTAF,122.9
KREI,A/D,SOCAL APP/DEP,127.25
KREI,UNIC,CTAF/UNICOM,123.05
KREO,CTAF,CTAF,122.9
KRFD,GND,GND,121.9
KRFD,TWR,ROCKFORD TWR,118.3
KRFD,ATIS,ATIS,126.7
KRFD,A/D,ROCKFORD APP/DEP,121
KRFD,CLD,CLNC DEL,119.25
KRFD,RDO,KANKAKEE RDO,122.65
KRFD,UNIC,UNICOM,122.95
KRFG,UNIC,CTAF/UNICOM,122.8
KRFI,A/D,LONGVIEW APP/DEP,118.25
KRFI,UNIC,CTAF/UNICOM,122.8
KRGK,AWOS,AWOS 3,119.25
KRGK,CNTR,MINNEAPOLIS CNTR,121.2
KRGK,RDO,GREEN BAY RDO,122.6
KRGK,UNIC,CTAF/UNICOM,123.05
KRHI,ASOS,ASOS,126.825
KRHI,CNTR,MINNEAPOLIS CNTR,133.65
KRHI,RDO,GREEN BAY RDO,109.2
KRHI,UNIC,CTAF/UNICOM,123
KRHP,AWOS,AWOS 3,119.675
KRHP,CNTR,ATLANTA CNTR,134.8
KRHP,UNIC,CTAF/UNICOM,122.8
KRHV,GND,GND,121.65
KRHV,TWR,TWR,119.8
KRHV,CTAF,CTAF,119.8
KRHV,APP,NORCAL APP,120.1
KRHV,DEP,NORCAL DEP,121.3
KRHV,ATIS,ATIS,125.2
KRHV,UNIC,UNICOM,122.95
KRIC,GND,GND,121.9
KRIC,TWR,TWR,121.1
KRIC,ATIS,ATIS,119.15
KRIC,A/D,POTOMAC APP/DEP,118.2
KRIC,CLD,CLNC DEL,127.55
KRIC,OPS,ANG OPS,142.175
KRIC,OPS,ARNG OPS,40.2
KRIC,RDO,LEESBURG RDO,122.2
KRIC,UNIC,UNICOM,122.95
KRID,AWOS,AWOS 3,121.225
KRID,A/D,DAYTON APP/DEP,134.45
KRID,CLD,DAYTON CLNC DEL,133.55
KRID,RDO,TERRE HAUTE RDO,110.6
KRID,UNIC,CTAF/UNICOM,122.7
KRIF,AWOS,AWOS 3,133.375
KRIF,CNTR,SALT LAKE CNTR,133.6
KRIF,RCO,CEDAR CITY RDO,122.5
KRIF,UNIC,CTAF/UNICOM,122.8
KRIL,ASOS,ASOS,135.275
KRIL,CNTR,DENVER CNTR,134.5
KRIL,UNIC,CTAF/UNICOM,122.8
KRIR,UNIC,CTAF/UNICOM,122.8
KRIU,FSS,RANCHO RDO,122.2
KRIU,UNIC,CTAF/UNICOM,122.8
KRIV,TWR,TWR,127.65
KRIV,ATIS,ATIS,134.75
KRIV,A/D,APP/DEP,119.25
KRIV,GCCD,GND/CLNC DEL,121.75
KRIV,OPS,ANG OPS,29.37
KRIV,PMSV,PMSV METRO,23.98
KRIV,POST,COMD POST,31.1
KRIV,PTD,PTD,37.22
KRIV,RDO,RIVERSIDE RDO,113.4
KRIW,ASOS,ASOS,121.425
KRIW,RDO,CASPER RDO,122.2
KRIW,UNIC,CTAF/UNICOM,122.8
KRJD,AWOS,AWOS 3,120.225
KRJD,A/D,POTOMAC APP/DEP,132.425
KRJD,UNIC,CTAF/UNICOM,122.8
KRK1,CTAF,,122.9
KRKD,AWOS,AWOS 3,119.025
KRKD,A/D,BRUNSWICK APP/DEP,123.8
KRKD,UNIC,CTAF/UNICOM,123.05
KRKP,ASOS,ASOS,119.275
KRKP,A/D,CORPUS APP/DEP,120.9
KRKP,CLD,CLNC DEL,121.7
KRKP,UNIC,CTAF/UNICOM,123.05
KRKR,AWOS,AWOS 3,120.625
KRKR,A/D,RAZORBACK APP/DEP,120.9
KRKR,RDO,MC ALESTER RDO,122.6
KRKR,UNIC,CTAF/UNICOM,122.8
KRKS,ASOS,ASOS,118.375
KRKS,RDO,CASPER RDO,122.6
KRKS,UNIC,CTAF/UNICOM,122.8
KRKW,AWOS,AWOS 3,118.775
KRKW,CNTR,ATLANTA CNTR,133.6
KRKW,UNIC,UNICOM,122.8
KRLD,AWOS,AWOS 3,132.625
KRLD,A/D,CHINOOK APP/DEP,128.75
KRLD,CLD,CLNC DEL,122.4
KRLD,UNIC,CTAF/UNICOM,122.7
KRME,CTAF,CTAF,125.6
KRME,A/D,APP/DEP,120.925
KRME,UNIC,UNICOM,122.7
KRMG,ASOS,ASOS,119.925
KRMG,CNTR,ATLANTA CNTR,133.8
KRMG,UNIC,CTAF/UNICOM,123
KRMN,APP,QUANTICO ARRIVAL,127.05
KRMN,AWOS,AWOS 3,126.325
KRMN,A/D,POTOMAC APP/DEP,124.65
KRMN,MISC,GCO,135.075
KRMN,UNIC,CTAF/UNICOM,122.725
KRMY,AWOS,AWOS 3,120.025
KRMY,A/D,KALAMAZOO APP/DEP,119.2
KRMY,RDO,LANSING RDO,122.2
KRMY,UNIC,CTAF/UNICOM,122.8
KRNC,AWOS,AWOS 3,135.525
KRNC,CNTR,MEMPHIS CNTR,126.75
KRNC,UNIC,CTAF/UNICOM,122.8
KRND,GND,GND,119.75
KRND,TWR,TWR,128.25
KRND,APP,SAN ANTONIO APP,124.45
KRND,APP,SAN ANTONIO APP,39.21
KRND,DEP,SAN ANTONIO DEP,127.1
KRND,ATIS,ATIS,27.18
KRND,CLD,CLNC DEL,33.835
KRND,INFO,HANGOVER TWR,120.5
KRND,MISC,HANGOVER GND,124.75
KRND,PMSV,PMSV METRO,23.98
KRND,PTD,PTD,37.22
KRNH,ASOS,AWOS 3,120
KRNH,A/D,MINNEAPOLIS APP/DEP,121.2
KRNH,UNIC,CTAF/UNICOM,122.975
KRNM,GND,GND,121.65
KRNM,TWR,TWR,119.875
KRNM,APP,SOCAL APP,132.2
KRNM,DEP,SOCAL DEP,127.3
KRNM,ASOS,ASOS,132.025
KRNM,ATIS,ATIS,132.025
KRNM,UNIC,CTAF/UNICOM,122.95
KRNO,GND,GND,121.9
KRNO,TWR,TWR,118.7
KRNO,ATIS,ATIS,135.8
KRNO,A/D,APP/DEP,119.2
KRNO,CLD,CLNC DEL,124.9
KRNO,OPS,ANG OPS,38.885
KRNO,POST,ANG COMD POST,434.1
KRNO,RDO,RDO,122.2
KRNO,UNIC,UNICOM,122.95
KRNP,AWOS,AWOS 3,118.025
KRNP,A/D,FLINT APP/DEP,118.8
KRNP,RDO,LANSING RDO,122.3
KRNP,UNIC,CTAF/UNICOM,123
KRNT,GND,GND,121.6
KRNT,TWR,TWR,124.7
KRNT,CTAF,CTAF,124.7
KRNT,ATIS,ATIS,126.95
KRNT,A/D,SEATTLE APP/DEP,119.2
KRNT,UNIC,UNICOM,122.85
KRNV,AWOS,AWOS 3,124.175
KRNV,CNTR,MEMPHIS CNTR,135.875
KRNV,UNIC,CTAF/UNICOM,122.725
KROA,GND,GND,121.9
KROA,TWR,TWR,118.3
KROA,ATIS,ATIS,134.95
KROA,A/D,APP/DEP,118.15
KROA,CLD,CLNC DEL,119.7
KROA,RDO,LEESBURG RDO,122.2
KROA,UNIC,UNICOM,122.95
KROC,GND,GND,121.7
KROC,TWR,TWR,118.3
KROC,ATIS,ATIS,124.825
KROC,A/D,APP/DEP,119.55
KROC,CLD,CLNC DEL,118.3
KROC,EMERG,Rochester Emergency,121.5
KROC,OPS,ARNG OPS,41
KROC,RDO,BUFFALO RDO,122.6
KROC,UNIC,UNICOM,122.95
KROG,TWR,RAZORBACK TWR,118
KROG,AWOS,AWOS 3,134.375
KROG,A/D,RAZORBACK APP/DEP,128.15
KROG,CLD,CLNC DEL,121.75
KROG,UNIC,CTAF/UNICOM,119.375
KROS,CTAF,CTAF,122.9
KROS,AWOS,AWOS 3,28.2
KROS,CNTR,MINNEAPOLIS CNTR,121.05
KROW,GND,GND,121.9
KROW,TWR,TWR,118.5
KROW,CTAF,CTAF,118.5
KROW,ATIS,ATIS,128.45
KROW,A/D,APP/DEP,119.6
KROW,CLD,CLNC DEL,132.875
KROW,RDO,ALBUQUERQUE RDO,122.45
KROW,UNIC,UNICOM,122.95
KROX,AWOS,AWOS 3,108.8
KROX,CNTR,MINNEAPOLIS CNTR,134.75
KROX,RDO,PRINCETON RDO,122.25
KROX,UNIC,CTAF/UNICOM,122.8
KRPB,RDO,WICHITA RDO,109.8
KRPB,UNIC,CTAF/UNICOM,122.8
KRPD,AWOS,AWOS 3,120.525
KRPD,CNTR,MINNEAPOLIS CNTR,125.3
KRPD,RDO,GREEN BAY RDO,122.3
KRPD,UNIC,CTAF/UNICOM,122.7
KRPH,AWOS,AWOS 3,118.025
KRPH,CNTR,FORT WORTH CNTR,127
KRPH,RDO,FORT WORTH RDO,122.4
KRPH,UNIC,CTAF/UNICOM,122.975
KRPJ,AWOS,AWOS 3,119.675
KRPJ,A/D,ROCKFORD APP/DEP,126
KRPJ,FSS,KANKAKEE RDO,122.1
KRPJ,UNIC,CTAF/UNICOM,122.8
KRPX,UNIC,CTAF/UNICOM,122.8
KRQB,AWOS,AWOS 3,121.125
KRQB,CNTR,MINNEAPOLIS CNTR,120.85
KRQB,UNIC,CTAF/UNICOM,122.8
KRQE,ASOS,ASOS,118.325
KRQE,CNTR,ALBUQUERQUE CNTR,124.325
KRQE,RDO,PRESCOTT RDO,122.45
KRQE,UNIC,CTAF/UNICOM,122.8
KRRL,AWOS,AWOS 3,119.925
KRRL,CNTR,MINNEAPOLIS CNTR,124.4
KRRL,UNIC,CTAF/UNICOM,122.8
KRRQ,A/D,SIOUX FALLS APP/DEP,126.9
KRRQ,UNIC,CTAF/UNICOM,122.8
KRRT,AWOS,AWOS 3,119.925
KRRT,CNTR,MINNEAPOLIS CNTR,134.75
KRRT,RDO,PRINCETON RDO,122.55
KRRT,UNIC,CTAF/UNICOM,123.05
KRSL,ASOS,ASOS,128.325
KRSL,CNTR,KANSAS CITY CNTR,124.4
KRSL,RDO,WICHITA RDO,122.6
KRSL,UNIC,CTAF/UNICOM,122.7
KRSN,AWOS,AWOS 3,119.525
KRSN,A/D,MONROE APP/DEP,126.9
KRSN,CLD,CLNC DEL,118.8
KRSN,UNIC,UNICOM,122.7
KRST,GND,GND,121.9
KRST,TWR,TWR,118.3
KRST,CTAF,CTAF,118.3
KRST,ATIS,ATIS,120.5
KRST,A/D,APP/DEP,119.2
KRST,RDO,PRINCETON RDO,122.45
KRST,UNIC,UNICOM,122.95
KRSV,AWOS,AWOS 3,120.5
KRSV,A/D,HULMAN APP/DEP,119.25
KRSV,UNIC,CTAF/UNICOM,123
KRSW,GND,GND,121.9
KRSW,TWR,FORT MYERS TWR,128.75
KRSW,ATIS,ATIS,124.65
KRSW,A/D,FORT MYERS APP/DEP,119.75
KRSW,CLD,CLNC DEL,132.075
KRSW,UNIC,CTAF/UNICOM,122.95
KRTN,ASOS,ASOS,118.375
KRTN,CNTR,ALBUQUERQUE CNTR,132.8
KRTN,UNIC,CTAF/UNICOM,122.8
KRUE,ASOS,ASOS,132.475
KRUE,A/D,MEMPHIS CNTR,128.475
KRUE,UNIC,CTAF/UNICOM,122.7
KRUG,RDO,GRAND FORKS RDO,122.2
KRUG,UNIC,CTAF/UNICOM,122.8
KRUQ,AWOS,AWOS 3,118.175
KRUQ,A/D,CHARLOTTE APP/DEP,128.32
KRUQ,CLD,CLNC DEL,127.35
KRUQ,OPS,ARNG OPS,42
KRUQ,UNIC,CTAF/UNICOM,122.72
KRUT,AWOS,AWOS 3,118.375
KRUT,CNTR,BOSTON CNTR,135.7
KRUT,RDO,BURLINGTON RDO,122.3
KRUT,UNIC,CTAF/UNICOM,122.8
KRVJ,CTAF,CTAF,122.9
KRVJ,CNTR,JACKSONVILLE CNTR,132.3
KRVL,AWOS,AWOS 3,123.85
KRVL,CNTR,NEW YORK CNTR,134.8
KRVL,UNIC,CTAF/UNICOM,122.7
KRVN,A/D,TRI CITY APP/DEP,119.25
KRVN,UNIC,CTAF/UNICOM,122.8
KRVS,GND,GND,121.7
KRVS,TWR,RIVERSIDE TWR,119.2
KRVS,CTAF,CTAF,120.3
KRVS,ATIS,ATIS,126.5
KRVS,A/D,TULSA APP/DEP,119.85
KRVS,CLD,CLNC DEL,124.5
KRVS,UNIC,UNICOM,122.95
KRWF,ASOS,ASOS,126.575
KRWF,CNTR,MINNEAPOLIS CNTR,127.1
KRWF,RDO,PRINCETON RDO,122.4
KRWF,UNIC,CTAF/UNICOM,123
KRWI,ASOS,ASOS,118.875
KRWI,CLD,CLNC DEL,122.3
KRWI,CNTR,WASHINGTON CNTR,135.3
KRWI,RDO,RALEIGH RDO,122.2
KRWI,UNIC,CTAF/UNICOM,123.05
KRWL,ASOS,ASOS,118.525
KRWL,CNTR,DENVER CNTR,132.1
KRWL,RDO,CASPER RDO,122.2
KRWL,UNIC,CTAF/UNICOM,123
KRWN,A/D,SOUTH BEND APP/DEP,132.05
KRWN,RDO,TERRE HAUTE RDO,115.6
KRWN,UNIC,CTAF/UNICOM,122.8
KRWV,CTAF,CTAF,122.9
KRWV,AWOS,AWOS 3,118.35
KRWV,A/D,HOUSTON CNTR,120.4
KRXE,ASOS,ASOS,135.075
KRXE,CNTR,SALT LAKE CITY CNTR,128.35
KRXE,UNIC,CTAF/UNICOM,122.8
KRYM,TWR,MILLER TWR,49.2
KRYM,AWOS,AWOS THREE,148.35
KRYM,CLD,CLNC DEL,126.2
KRYM,CNTR,MINNEAPOLIS CNTR,118.05
KRYM,MISC,RANGE CON,36.1
KRYM,OPS,MILLER OPS,49.65
KRYN,GND,GND,118.2
KRYN,TWR,TWR,125.8
KRYN,CTAF,CTAF,125.8
KRYN,AWOS,AWOS 3,133.35
KRYN,A/D,TUCSON APP/DEP,128.5
KRYV,AWOS,AWOS 3,119.975
KRYV,A/D,MADISON APP/DEP,119.15
KRYV,UNIC,CTAF/UNICOM,122.8
KRYW,A/D,AUSTIN APP/DEP,119
KRYW,UNIC,CTAF/UNICOM,122.725
KRYY,GND,GND,119
KRYY,TWR,MC COLLUM TWR,125.9
KRYY,CTAF,CTAF,125.9
KRYY,AWOS,AWOS 3,128.125
KRYY,A/D,ATLANTA  APP/DEP,121
KRYY,UNIC,UNICOM,122.7
KRZL,CNTR,CHICAGO CNTR,132.95
KRZL,UNIC,CTAF/UNICOM,122.8
KRZN,ASOS,AWOS 3,118.325
KRZN,CNTR,MINNEAPOLIS CNTR,121.05
KRZN,RDO,GREEN BAY RDO,109.4
KRZN,UNIC,CTAF/UNICOM,122.8
KRZR,CTAF,,122.7
KRZR,AWOS-3,,120.475
KRZT,AWOS,AWOS 3,119.225
KRZT,A/D,COLUMBUS APP/DEP,132.3
KRZT,RDO,DAYTON RDO,112.5
KRZT,UNIC,CTAF/UNICOM,122.8
KS01,CNTR,SALT LAKE CITY CNTR,133.4
KS01,RDO,GREAT FALLS RDO,122.2
KS01,UNIC,CTAF/UNICOM,122.8
KS03,UNIC,CTAF/UNICOM,122.8
KS05,UNIC,CTAF/UNICOM,122.8
KS10,CTAF,CTAF,122.9
KS12,A/D,CASCADE APP/DEP,127.5
KS12,UNIC,CTAF/UNICOM,122.8
KS17,CTAF,CTAF,122.9
KS19,CTAF,CTAF,122.9
KS20,CTAF,CTAF,122.9
KS21,CNTR,SEATTLE CNTR,128.15
KS21,UNIC,CTAF/UNICOM,122.8
KS23,CTAF,CTAF,122.9
KS24,AWOS,AWOS 3,119.575
KS24,A/D,APP/DEP,126.1
KS24,UNIC,CTAF/UNICOM,123.05
KS25,CNTR,SALT LAKE CITY CNTR,126.85
KS25,UNIC,CTAF/UNICOM,122.8
KS27,RDO,GREAT FALLS RDO,122.5
KS27,UNIC,CTAF/UNICOM,122.8
KS32,CTAF,CTAF,122.9
KS33,UNIC,CTAF/UNICOM,122.8
KS34,CTAF,CTAF,122.9
KS36,UNIC,CTAF/UNICOM,123
KS39,CNTR,SEATTLE CNTR,128.15
KS39,UNIC,CTAF/UNICOM,122.7
KS40,RDO,SEATTLE,122.5
KS40,UNIC,CTAF/UNICOM,122.8
KS42,CTAF,CTAF,122.9
KS45,RDO,MCMINNVILLE,122.4
KS45,UNIC,CTAF/UNICOM,122.7
KS48,CTAF,CTAF,122.9
KS50,UNIC,CTAF/UNICOM,122.975
KS52,AWOS,AWOS,118.425
KS52,UNIC,CTAF/UNICOM,122.8
KS59,CNTR,SEATTLE CNTR,123.5
KS59,UNIC,CTAF/UNICOM,122.8
KS64,UNIC,CTAF/UNICOM,122.8
KS67,A/D,BOISE APP/DEP,119.6
KS67,RDO,BOISE RDO,122.45
KS67,UNIC,CTAF/UNICOM,122.7
KS69,CTAF,CTAF,122.9
KS70,CTAF,CTAF,122.9
KS71,UNIC,CTAF/UNICOM,122.8
KS72,UNIC,CTAF/UNICOM,122.8
KS73,CTAF,CTAF,122.9
KS75,CTAF,CTAF,122.9
KS78,CTAF,CTAF,122.9
KS78,CNTR,SALT LAKE CITY,128.05
KS78,RDO,BOISE,122.45
KS83,UNIC,CTAF/UNICOM,122.8
KS84,CTAF,CTAF,122.9
KS84,CNTR,SEATTLE,123.95
KS84,RCO,CASCADE RCO,122.35
KS85,CTAF,CTAF,122.8
KS87,UNIC,CTAF/UNICOM,122.8
KS94,CTAF,CTAF/UNICOM,122.8
KS95,UNIC,CTAF/UNICOM,122.8
KS97,UNIC,CTAF/UNICOM,122.8
KSAA,AWOS,AWOS 3,118.175
KSAA,CNTR,DENVER CNTR,132.1
KSAA,UNIC,CTAF/UNICOM,122.8
KSAC,GND,GND,125
KSAC,TWR,EXEC TWR,119.5
KSAC,CTAF,CTAF,119.5
KSAC,ATIS,ATIS,125.5
KSAC,A/D,NORCAL APP/DEP,125.25
KSAC,RDO,RANCHO RDO,122.05
KSAC,UNIC,UNICOM,122.95
KSAD,ASOS,ASOS,124.175
KSAD,CNTR,ALBUQUERQUE CNTR,134.45
KSAD,RDO,PRESCOTT RDO,122.3
KSAD,UNIC,CTAF/UNICOM,122.8
KSAF,GND,GND,121.7
KSAF,TWR,TWR,119.5
KSAF,CTAF,CTAF,119.5
KSAF,ATIS,ATIS,128.55
KSAF,CNTR,ALBUQUERQUE CNTR,132.8
KSAF,RDO,ALBUQUERQUE RDO,122.2
KSAF,UNIC,UNICOM,122.95
KSAN,GND,LINDBERGH GROUND,123.9
KSAN,TWR,LINDBERGH TWR,118.3
KSAN,ATIS,ATIS,134.8
KSAN,A/D,SOCAL A/D WEST,119.6
KSAN,A/D,SOCAL A/D EAST,124.35
KSAN,CLD,CLNC DEL,125.9
KSAN,MISC,CG,157.15
KSAN,MISC,CG,898.4
KSAN,UNIC,UNICOM,122.95
KSAR,AWOS,AWOS 3,118.375
KSAR,A/D,ST LOUIS APP/DEP,125.2
KSAR,UNIC,CTAF/UNICOM,122.8
KSAT,GND,GND,121.9
KSAT,TWR,TWR,119.8
KSAT,ATIS,ATIS,118.9
KSAT,A/D,APP/DEP,118.05
KSAT,CLD,CLNC DEL,126.7
KSAT,RDO,SAN ANGELO RDO,122.2
KSAT,UNIC,UNICOM,122.95
KSAV,GND,GND,121.9
KSAV,TWR,TWR,125.975
KSAV,CTAF,CTAF,125.975
KSAV,ATIS,ATIS,123.75
KSAV,A/D,APP/DEP,118.4
KSAV,CLD,CLNC DEL,119.55
KSAV,MISC,ANDERSON RDO,112.7
KSAV,OPS,CRTC OPS,23.7
KSAV,POST,165 AW COMD POST,22.575
KSAV,RDO,MACON RDO,123.65
KSAV,UNIC,UNICOM,122.95
KSAW,GND,GND,121.65
KSAW,TWR,TWR,119.975
KSAW,CTAF,CTAF,119.975
KSAW,AWOS,AWOS 3,118.375
KSAW,CNTR,MINNEAPOLIS CNTR,119.1
KSAW,RDO,GREEN BAY RDO,123.6
KSAW,UNIC,UNICOM,122.7
KSAZ,CTAF,CTAF,122.9
KSAZ,AWOS,AWOS 3,118.325
KSAZ,CNTR,MINNEAPOLIS CNTR,118.05
KSBA,GND,GND,121.7
KSBA,TWR,TWR,119.7
KSBA,CTAF,CTAF,119.7
KSBA,ATIS,ATIS,132.65
KSBA,A/D,151-329° INITIAL CONTACT,120.55
KSBA,A/D,A/D SANTA BARBARA,124.15
KSBA,A/D,330-150° INITAL CONTACT,125.4
KSBA,A/D,A/D SANTA BARBARA,127.725
KSBA,CLD,CLNC DEL,132.9
KSBA,CTR,LOS ANGELES CENTER,119.05
KSBA,UNIC,UNICOM,122.95
KSBD,GND,SAN BERNARDINO GROUND,121.8
KSBD,TWR,SAN BERNARDINO TOWER,119.45
KSBD,CTAF,CTAF,119.45
KSBD,ATIS,ATIS,124.175
KSBD,A/D,SOCAL A/D N/NE,127
KSBD,A/D,SOCAL A/D NE/S,134
KSBD,A/D,SOCAL A/D S/SW,135.4
KSBD,MISC,TANKER BASE,123.975
KSBD,UNIC,CTAF/UNICOM,122.975
KSBM,ASOS,ASOS,110
KSBM,CNTR,CHICAGO CNTR,127
KSBM,RDO,GREEN BAY RDO,110
KSBM,UNIC,CTAF/UNICOM,122.7
KSBN,GND,GND,121.7
KSBN,TWR,TWR,135.675
KSBN,CTAF,CTAF,135.675
KSBN,ATIS,ATIS,120.675
KSBN,A/D,SOUTH BEND APP/DEP : 270-99° INITIAL CONTACT,118.55
KSBN,A/D,SOUTH BEND APP/DEP : 100-269° SECONDARY,124.1
KSBN,A/D,SOUTH BEND APP/DEP : 100-269°,132.05
KSBN,CLD,CLNC DEL,121.9
KSBN,CTR,CHICAGO CTR,118.55
KSBN,RDO,TERRE HAUTE RDO,122.6
KSBN,UNIC,UNICOM,122.95
KSBO,AWOS,AWOS 3,133.375
KSBO,CNTR,ATLANTA CNTR,135.55
KSBO,UNIC,CTAF/UNICOM,122.975
KSBP,GND,Ground,121.6
KSBP,TWR,Tower - Primary frequency,124
KSBP,CTAF,CTAF,124
KSBP,ATIS,ATIS,120.6
KSBP,APP/DEP,SANTA BARBARA APP/DEP,127.725
KSBP,APP/DEP BACKUP,LOS ANGELES ARTCC - USE WHEN SANTA BARBARA APP/DEP CLOSED.,119.05
KSBP,APP/DEP BACKUP2,LOS ANGELES ARTCC - USE WHEN SANTA BARBARA APP/DEP CLOSED.,269.5
KSBP,CTR,LOS ANGELES CENTER,119.05
KSBP,TWR2,Tower - Secondary frequency,379.9
KSBP,UNIC,UNICOM,122.95
KSBS,AWOS,AWOS 3,118.325
KSBS,CNTR,DENVER CNTR,120.475
KSBS,RCO,DENVER RDO,122.2
KSBS,UNIC,CTAF/UNICOM,122.8
KSBU,CNTR,MINNEAPOLIS CNTR,127.75
KSBU,UNIC,CTAF/UNICOM,122.8
KSBX,A/D,SALT LAKE CNTR,133.4
KSBX,RDO,GREAT FALLS RDO,122.2
KSBX,UNIC,CTAF/UNICOM,122.8
KSBY,GND,GND,123.775
KSBY,TWR,TWR,119.425
KSBY,CTAF,CTAF,119.425
KSBY,ASOS,ASOS,118.325
KSBY,A/D,PATUXENT APP/DEP,127.95
KSBY,CLD,CLNC DEL,123.775
KSBY,RDO,LEESBURG RDO,122.2
KSBY,UNIC,UNICOM,122.95
KSCB,CTAF,CTAF,122.9
KSCB,A/D,OMAHA APP/DEP,120.1
KSCD,AWOS,AWOS 3,119.125
KSCD,A/D,BIRMINGHAM APP/DEP,123.8
KSCD,UNIC,CTAF/UNICOM,122.8
KSCH,TWR,TWR,121.3
